work_order_id,sku,warehouse_id,scheduled_ts,priority,planned_quantity
work_order_id_706,sku_8,warehouse_id_34,2020-09-26T14:53:14,critical,21
work_order_id_707,sku_2,warehouse_id_39,2020-04-17T22:25:55,medium,18
work_order_id_708,sku_40,warehouse_id_67,2020-01-20T08:09:50,medium,39
work_order_id_709,sku_183,warehouse_id_1,2020-01-27T14:34:39,medium,35
work_order_id_710,sku_181,warehouse_id_8,2020-10-23T13:45:39,medium,30
work_order_id_711,sku_98,warehouse_id_49,2020-02-20T11:41:14,high,24
work_order_id_712,sku_183,warehouse_id_59,2020-08-16T22:44:35,medium,18
work_order_id_713,sku_126,warehouse_id_62,2020-10-11T09:59:57,low,23
work_order_id_714,sku_168,warehouse_id_2,2020-03-20T18:37:00,critical,28
work_order_id_715,sku_101,warehouse_id_28,2020-09-29T11:43:22,low,23
work_order_id_716,sku_186,warehouse_id_74,2020-04-08T17:10:41,low,22
work_order_id_717,sku_179,warehouse_id_55,2020-08-15T23:46:09,low,36
work_order_id_718,sku_73,warehouse_id_17,2020-04-07T07:18:22,low,29
work_order_id_719,sku_102,warehouse_id_30,2020-08-28T08:53:14,critical,14
work_order_id_720,sku_26,warehouse_id_11,2020-09-30T17:15:04,medium,24
work_order_id_721,sku_132,warehouse_id_64,2020-12-10T12:47:04,high,21
work_order_id_722,sku_176,warehouse_id_10,2020-01-30T16:42:22,high,21
work_order_id_723,sku_179,warehouse_id_72,2020-06-04T20:14:43,critical,21
work_order_id_724,sku_103,warehouse_id_68,2020-06-23T20:19:32,high,32
work_order_id_725,sku_11,warehouse_id_42,2020-08-14T16:56:14,medium,29
work_order_id_726,sku_46,warehouse_id_34,2020-11-11T00:29:05,medium,22
work_order_id_727,sku_113,warehouse_id_51,2020-10-01T00:10:57,critical,18
work_order_id_728,sku_197,warehouse_id_61,2020-08-29T08:28:34,medium,26
work_order_id_729,sku_16,warehouse_id_48,2020-03-04T10:04:36,medium,31
work_order_id_730,sku_88,warehouse_id_48,2020-07-19T09:23:18,low,19
work_order_id_731,sku_159,warehouse_id_32,2020-09-27T14:26:07,low,20
work_order_id_732,sku_115,warehouse_id_62,2020-11-06T02:01:27,low,34
work_order_id_733,sku_142,warehouse_id_31,2020-12-01T01:27:17,medium,25
work_order_id_734,sku_13,warehouse_id_61,2020-01-12T08:58:04,medium,25
work_order_id_735,sku_100,warehouse_id_52,2020-04-03T18:39:16,medium,22
work_order_id_736,sku_46,warehouse_id_26,2020-03-07T06:28:21,critical,31
work_order_id_737,sku_67,warehouse_id_3,2020-01-30T06:03:30,low,12
work_order_id_738,sku_72,warehouse_id_52,2020-04-28T19:23:48,high,22
work_order_id_739,sku_149,warehouse_id_72,2020-09-08T08:15:13,high,25
work_order_id_740,sku_197,warehouse_id_56,2020-01-24T22:31:00,low,32
work_order_id_741,sku_67,warehouse_id_68,2020-06-10T07:29:09,high,20
work_order_id_742,sku_108,warehouse_id_32,2020-11-06T23:37:00,high,25
work_order_id_743,sku_199,warehouse_id_51,2020-04-22T19:32:45,medium,17
work_order_id_744,sku_168,warehouse_id_75,2020-02-26T20:47:57,low,19
work_order_id_745,sku_25,warehouse_id_3,2020-02-23T07:01:42,medium,18
work_order_id_746,sku_114,warehouse_id_5,2020-02-02T07:20:42,high,33
work_order_id_747,sku_51,warehouse_id_18,2020-04-12T15:29:55,low,25
work_order_id_748,sku_105,warehouse_id_33,2020-02-20T01:48:40,high,24
work_order_id_749,sku_88,warehouse_id_21,2020-02-19T00:39:45,high,27
work_order_id_750,sku_119,warehouse_id_29,2020-02-17T06:32:08,low,15
work_order_id_751,sku_105,warehouse_id_68,2020-08-16T15:17:09,critical,25
work_order_id_752,sku_136,warehouse_id_10,2020-10-22T19:14:27,critical,26
work_order_id_753,sku_84,warehouse_id_8,2020-11-13T20:38:01,medium,26
work_order_id_754,sku_113,warehouse_id_6,2020-12-25T12:04:31,high,29
work_order_id_755,sku_189,warehouse_id_3,2020-04-26T02:45:00,medium,29
work_order_id_756,sku_174,warehouse_id_34,2020-01-10T20:57:28,low,20
work_order_id_757,sku_13,warehouse_id_13,2020-12-08T03:00:51,medium,23
work_order_id_758,sku_198,warehouse_id_67,2020-01-26T07:34:37,medium,32
work_order_id_759,sku_157,warehouse_id_52,2020-10-10T02:33:44,high,31
work_order_id_760,sku_85,warehouse_id_27,2020-10-22T12:54:19,high,27
work_order_id_761,sku_3,warehouse_id_11,2020-06-15T03:42:59,critical,21
work_order_id_762,sku_175,warehouse_id_3,2020-10-25T12:08:25,medium,33
work_order_id_763,sku_4,warehouse_id_27,2020-02-02T09:25:16,medium,25
work_order_id_764,sku_147,warehouse_id_69,2020-02-11T18:24:59,low,33
work_order_id_765,sku_129,warehouse_id_63,2020-06-26T05:41:16,medium,23
work_order_id_766,sku_151,warehouse_id_4,2020-08-01T14:06:02,low,30
work_order_id_767,sku_69,warehouse_id_65,2020-01-02T15:30:42,critical,36
work_order_id_768,sku_155,warehouse_id_55,2020-08-19T02:00:49,medium,23
work_order_id_769,sku_169,warehouse_id_68,2020-10-04T19:31:11,critical,25
work_order_id_770,sku_144,warehouse_id_67,2020-04-29T18:33:52,low,16
work_order_id_771,sku_88,warehouse_id_65,2020-04-24T07:41:46,low,28
work_order_id_772,sku_138,warehouse_id_28,2020-09-13T21:13:58,high,27
work_order_id_773,sku_90,warehouse_id_27,2020-11-03T23:52:28,medium,29
work_order_id_774,sku_56,warehouse_id_22,2020-01-11T03:43:58,low,18
work_order_id_775,sku_18,warehouse_id_80,2020-11-17T12:05:05,medium,17
work_order_id_776,sku_141,warehouse_id_34,2020-04-06T14:58:12,low,22
work_order_id_777,sku_19,warehouse_id_31,2020-08-27T21:06:18,high,13
work_order_id_778,sku_62,warehouse_id_7,2020-11-28T02:45:51,medium,21
work_order_id_779,sku_63,warehouse_id_8,2020-08-27T17:09:30,high,28
work_order_id_780,sku_12,warehouse_id_80,2020-02-20T03:10:53,critical,25
work_order_id_781,sku_35,warehouse_id_12,2020-03-09T02:31:19,low,26
work_order_id_782,sku_129,warehouse_id_73,2020-03-15T15:41:21,low,29
work_order_id_783,sku_27,warehouse_id_13,2020-04-05T09:34:16,low,31
work_order_id_784,sku_146,warehouse_id_78,2020-05-22T12:12:03,low,28
work_order_id_785,sku_82,warehouse_id_2,2020-08-03T16:09:54,low,24
work_order_id_786,sku_1,warehouse_id_66,2020-02-07T00:22:02,low,15
work_order_id_787,sku_179,warehouse_id_43,2020-12-20T15:20:33,critical,17
work_order_id_788,sku_160,warehouse_id_20,2020-03-27T00:01:32,low,20
work_order_id_789,sku_96,warehouse_id_27,2020-01-28T20:42:26,low,36
work_order_id_790,sku_71,warehouse_id_64,2020-06-01T03:29:17,critical,29
work_order_id_791,sku_86,warehouse_id_7,2020-06-10T08:24:06,high,26
work_order_id_792,sku_1,warehouse_id_40,2020-04-23T10:14:08,medium,26
work_order_id_793,sku_191,warehouse_id_76,2020-08-10T03:50:27,medium,23
work_order_id_794,sku_6,warehouse_id_16,2020-12-19T14:52:32,critical,30
work_order_id_795,sku_24,warehouse_id_73,2020-01-10T16:26:59,high,31
work_order_id_796,sku_119,warehouse_id_19,2020-09-13T11:49:59,low,29
work_order_id_797,sku_169,warehouse_id_44,2020-12-04T04:54:41,high,20
work_order_id_798,sku_173,warehouse_id_21,2020-05-18T12:08:18,high,29
work_order_id_799,sku_47,warehouse_id_57,2020-01-20T13:49:29,high,23
work_order_id_800,sku_9,warehouse_id_74,2020-05-30T02:19:38,medium,32
work_order_id_801,sku_188,warehouse_id_13,2020-11-06T02:52:00,low,26
work_order_id_802,sku_149,warehouse_id_6,2020-04-10T05:59:48,critical,31
work_order_id_803,sku_172,warehouse_id_34,2020-01-04T12:21:18,medium,35
work_order_id_804,sku_196,warehouse_id_77,2020-01-21T12:23:16,medium,34
work_order_id_805,sku_89,warehouse_id_36,2020-12-12T23:01:41,medium,31
work_order_id_806,sku_197,warehouse_id_56,2020-09-23T15:15:15,high,18
work_order_id_807,sku_140,warehouse_id_33,2020-04-13T07:29:13,medium,17
work_order_id_808,sku_90,warehouse_id_28,2020-09-03T01:20:45,low,20
work_order_id_809,sku_77,warehouse_id_65,2020-06-12T18:30:54,low,15
work_order_id_810,sku_161,warehouse_id_29,2020-03-09T23:58:24,low,24
work_order_id_811,sku_32,warehouse_id_64,2020-06-16T06:34:16,critical,33
work_order_id_812,sku_16,warehouse_id_73,2020-01-29T21:28:37,medium,27
work_order_id_813,sku_40,warehouse_id_5,2020-04-17T08:19:23,critical,10
work_order_id_814,sku_71,warehouse_id_6,2020-04-29T07:44:39,critical,32
work_order_id_815,sku_50,warehouse_id_4,2020-10-08T08:40:15,high,18
work_order_id_816,sku_115,warehouse_id_19,2020-01-03T21:39:51,low,24
work_order_id_817,sku_151,warehouse_id_64,2020-05-18T23:16:35,high,16
work_order_id_818,sku_146,warehouse_id_33,2020-12-28T09:57:28,low,22
work_order_id_819,sku_12,warehouse_id_31,2020-05-23T21:28:34,critical,31
work_order_id_820,sku_154,warehouse_id_16,2020-05-02T21:50:09,low,17
work_order_id_821,sku_164,warehouse_id_77,2020-08-04T05:16:38,high,28
work_order_id_822,sku_132,warehouse_id_29,2020-10-11T05:07:03,low,18
work_order_id_823,sku_112,warehouse_id_19,2020-11-19T08:24:50,high,30
work_order_id_824,sku_123,warehouse_id_73,2020-12-03T14:17:03,critical,22
work_order_id_825,sku_66,warehouse_id_3,2020-01-30T05:43:46,medium,22
work_order_id_826,sku_7,warehouse_id_3,2020-04-13T04:56:04,critical,26
work_order_id_827,sku_66,warehouse_id_42,2020-04-17T05:39:52,low,33
work_order_id_828,sku_185,warehouse_id_16,2020-05-10T01:24:34,critical,23
work_order_id_829,sku_170,warehouse_id_49,2020-08-08T17:04:52,critical,17
work_order_id_830,sku_125,warehouse_id_64,2020-02-10T16:41:09,high,33
work_order_id_831,sku_163,warehouse_id_4,2020-02-22T04:56:12,critical,30
work_order_id_832,sku_27,warehouse_id_13,2020-07-06T02:00:14,low,23
work_order_id_833,sku_23,warehouse_id_34,2020-09-06T01:00:16,high,24
work_order_id_834,sku_49,warehouse_id_24,2020-05-01T17:51:07,low,20
work_order_id_835,sku_157,warehouse_id_10,2020-09-09T06:33:24,critical,20
work_order_id_836,sku_133,warehouse_id_33,2020-08-10T10:34:00,critical,24
work_order_id_837,sku_28,warehouse_id_77,2020-10-11T10:45:27,high,36
work_order_id_838,sku_139,warehouse_id_74,2020-04-02T19:55:31,critical,29
work_order_id_839,sku_107,warehouse_id_43,2020-08-30T09:30:03,medium,11
work_order_id_840,sku_165,warehouse_id_33,2020-01-29T06:08:53,critical,36
work_order_id_841,sku_26,warehouse_id_29,2020-04-16T20:09:36,medium,21
work_order_id_842,sku_77,warehouse_id_44,2020-04-28T21:06:14,high,20
work_order_id_843,sku_35,warehouse_id_70,2020-10-19T02:59:59,low,24
work_order_id_844,sku_119,warehouse_id_13,2020-10-22T17:58:43,high,17
work_order_id_845,sku_152,warehouse_id_68,2020-10-16T16:21:11,high,20
work_order_id_846,sku_76,warehouse_id_38,2020-06-26T22:59:27,high,26
work_order_id_847,sku_196,warehouse_id_67,2020-07-04T14:39:32,high,19
work_order_id_848,sku_92,warehouse_id_69,2020-01-23T16:43:58,high,26
work_order_id_849,sku_73,warehouse_id_35,2020-12-22T10:45:38,high,26
work_order_id_850,sku_127,warehouse_id_71,2020-08-17T21:23:30,high,37
work_order_id_851,sku_39,warehouse_id_31,2020-10-31T03:27:34,low,32
work_order_id_852,sku_51,warehouse_id_67,2020-02-03T20:28:36,medium,24
work_order_id_853,sku_27,warehouse_id_55,2020-03-12T20:04:34,critical,21
work_order_id_854,sku_73,warehouse_id_52,2020-06-12T17:33:37,medium,33
work_order_id_855,sku_193,warehouse_id_45,2020-01-01T14:15:56,medium,20
work_order_id_856,sku_174,warehouse_id_60,2020-07-03T00:57:07,high,31
work_order_id_857,sku_109,warehouse_id_30,2020-09-17T17:35:43,low,21
work_order_id_858,sku_136,warehouse_id_22,2020-01-26T02:55:28,high,17
work_order_id_859,sku_161,warehouse_id_57,2020-12-03T21:22:02,critical,22
work_order_id_860,sku_36,warehouse_id_74,2020-10-08T18:53:35,low,18
work_order_id_861,sku_9,warehouse_id_57,2020-05-22T16:41:14,high,28
work_order_id_862,sku_172,warehouse_id_45,2020-06-04T08:41:25,critical,10
work_order_id_863,sku_126,warehouse_id_9,2020-01-13T00:49:36,medium,19
work_order_id_864,sku_157,warehouse_id_9,2020-09-27T17:19:57,medium,24
work_order_id_865,sku_161,warehouse_id_73,2020-01-06T23:39:25,critical,25
work_order_id_866,sku_11,warehouse_id_74,2020-11-17T05:55:41,high,19
work_order_id_867,sku_98,warehouse_id_29,2020-08-03T05:45:32,medium,35
work_order_id_868,sku_143,warehouse_id_7,2020-07-19T06:11:14,medium,28
work_order_id_869,sku_92,warehouse_id_13,2020-01-13T16:10:36,medium,26
work_order_id_870,sku_175,warehouse_id_21,2020-01-26T22:11:52,critical,29
work_order_id_871,sku_184,warehouse_id_64,2020-04-05T05:17:13,high,22
work_order_id_872,sku_173,warehouse_id_61,2020-09-10T19:15:58,critical,34
work_order_id_873,sku_96,warehouse_id_25,2020-12-17T06:05:15,medium,27
work_order_id_874,sku_194,warehouse_id_24,2020-04-15T16:27:14,high,25
work_order_id_875,sku_135,warehouse_id_8,2020-01-23T00:06:01,high,17
work_order_id_876,sku_37,warehouse_id_14,2020-09-03T19:18:37,medium,21
work_order_id_877,sku_60,warehouse_id_48,2020-05-14T18:47:50,medium,30
work_order_id_878,sku_145,warehouse_id_79,2020-12-17T03:30:26,critical,20
work_order_id_879,sku_188,warehouse_id_25,2020-12-30T08:15:34,medium,26
work_order_id_880,sku_85,warehouse_id_76,2020-11-27T14:59:17,high,23
work_order_id_881,sku_136,warehouse_id_38,2020-08-03T03:34:51,critical,30
work_order_id_882,sku_69,warehouse_id_75,2020-11-14T10:15:33,medium,17
work_order_id_883,sku_188,warehouse_id_57,2020-02-25T10:46:36,high,18
work_order_id_884,sku_149,warehouse_id_74,2020-03-08T06:27:57,critical,18
work_order_id_885,sku_190,warehouse_id_19,2020-07-29T09:12:45,critical,29
work_order_id_886,sku_80,warehouse_id_9,2020-01-22T14:28:04,low,35
work_order_id_887,sku_46,warehouse_id_10,2020-11-08T23:48:20,low,22
work_order_id_888,sku_46,warehouse_id_19,2020-11-10T08:42:08,low,24
work_order_id_889,sku_7,warehouse_id_7,2020-07-28T01:58:43,critical,26
work_order_id_890,sku_110,warehouse_id_32,2020-04-13T22:32:57,medium,25
work_order_id_891,sku_137,warehouse_id_7,2020-12-14T23:00:45,high,34
work_order_id_892,sku_59,warehouse_id_8,2020-05-04T17:12:18,critical,35
work_order_id_893,sku_83,warehouse_id_66,2020-09-26T02:35:18,medium,28
work_order_id_894,sku_128,warehouse_id_36,2020-07-04T18:09:10,medium,39
work_order_id_895,sku_13,warehouse_id_20,2020-09-17T09:46:01,low,28
work_order_id_896,sku_43,warehouse_id_2,2020-06-28T18:01:49,low,26
work_order_id_897,sku_12,warehouse_id_43,2020-07-24T05:44:24,high,25
work_order_id_898,sku_12,warehouse_id_8,2020-11-22T21:10:19,low,31
work_order_id_899,sku_150,warehouse_id_72,2020-11-12T15:58:00,low,27
work_order_id_900,sku_184,warehouse_id_47,2020-07-09T22:54:13,critical,16
work_order_id_901,sku_114,warehouse_id_4,2020-01-24T18:50:29,low,27
work_order_id_902,sku_13,warehouse_id_32,2020-03-22T16:41:56,medium,26
work_order_id_903,sku_107,warehouse_id_20,2020-02-07T14:30:32,critical,28
work_order_id_904,sku_140,warehouse_id_54,2020-02-10T19:23:15,low,27
work_order_id_905,sku_148,warehouse_id_60,2020-07-04T04:05:48,medium,13
work_order_id_906,sku_115,warehouse_id_12,2020-12-02T07:46:54,low,25
work_order_id_907,sku_69,warehouse_id_38,2020-11-09T05:31:38,high,31
work_order_id_908,sku_164,warehouse_id_29,2020-04-15T06:40:49,high,35
work_order_id_909,sku_120,warehouse_id_66,2020-07-01T19:42:36,medium,20
work_order_id_910,sku_33,warehouse_id_54,2020-04-21T12:25:43,critical,22
work_order_id_911,sku_20,warehouse_id_14,2020-10-11T01:46:47,low,21
work_order_id_912,sku_57,warehouse_id_13,2020-10-12T00:40:41,high,30
work_order_id_913,sku_39,warehouse_id_56,2020-12-29T07:46:39,low,20
work_order_id_914,sku_11,warehouse_id_80,2020-09-10T12:57:18,low,31
work_order_id_915,sku_103,warehouse_id_62,2020-10-19T17:11:46,high,19
work_order_id_916,sku_135,warehouse_id_19,2020-10-23T22:23:54,low,41
work_order_id_917,sku_164,warehouse_id_10,2020-04-05T13:52:57,high,23
work_order_id_918,sku_113,warehouse_id_73,2020-08-26T22:19:37,critical,18
work_order_id_919,sku_138,warehouse_id_54,2020-12-26T11:55:34,high,27
work_order_id_920,sku_97,warehouse_id_7,2020-02-14T00:55:56,critical,24
work_order_id_921,sku_112,warehouse_id_76,2020-11-08T14:05:12,high,21
work_order_id_922,sku_53,warehouse_id_36,2020-07-16T22:06:40,low,35
work_order_id_923,sku_132,warehouse_id_19,2020-08-14T11:26:31,low,24
work_order_id_924,sku_13,warehouse_id_45,2020-07-23T01:42:27,high,23
work_order_id_925,sku_153,warehouse_id_76,2020-07-12T06:24:43,critical,22
work_order_id_926,sku_153,warehouse_id_35,2020-07-26T01:23:54,critical,23
work_order_id_927,sku_142,warehouse_id_61,2020-01-14T23:26:53,critical,27
work_order_id_928,sku_79,warehouse_id_80,2020-05-20T12:09:24,high,34
work_order_id_929,sku_139,warehouse_id_56,2020-10-11T04:23:35,high,31
work_order_id_930,sku_168,warehouse_id_60,2020-08-28T03:46:53,low,28
work_order_id_931,sku_106,warehouse_id_75,2020-05-17T23:26:38,critical,30
work_order_id_932,sku_39,warehouse_id_78,2020-04-11T08:57:14,critical,25
work_order_id_933,sku_33,warehouse_id_12,2020-05-12T00:18:42,low,22
work_order_id_934,sku_7,warehouse_id_24,2020-11-14T11:26:53,medium,24
work_order_id_935,sku_136,warehouse_id_21,2020-06-15T15:34:01,high,29
work_order_id_936,sku_121,warehouse_id_68,2020-02-26T06:01:08,medium,23
work_order_id_937,sku_35,warehouse_id_3,2020-05-29T09:48:08,critical,24
work_order_id_938,sku_77,warehouse_id_2,2020-03-24T22:14:56,medium,36
work_order_id_939,sku_165,warehouse_id_53,2020-11-08T02:24:12,critical,23
work_order_id_940,sku_176,warehouse_id_31,2020-12-30T22:37:19,low,22
work_order_id_941,sku_42,warehouse_id_41,2020-07-21T23:32:12,low,28
work_order_id_942,sku_37,warehouse_id_21,2020-06-23T01:37:33,high,21
work_order_id_943,sku_113,warehouse_id_23,2020-09-30T00:37:53,high,35
work_order_id_944,sku_67,warehouse_id_53,2020-11-27T18:56:07,high,16
work_order_id_945,sku_89,warehouse_id_11,2020-05-05T15:32:29,critical,23
work_order_id_946,sku_177,warehouse_id_11,2020-07-27T12:48:51,high,26
work_order_id_947,sku_196,warehouse_id_37,2020-06-04T07:58:01,medium,20
work_order_id_948,sku_184,warehouse_id_42,2020-09-10T21:44:22,critical,36
work_order_id_949,sku_18,warehouse_id_13,2020-07-13T17:46:39,high,32
work_order_id_950,sku_17,warehouse_id_42,2020-10-21T13:59:10,high,36
work_order_id_951,sku_157,warehouse_id_4,2020-01-04T15:33:21,medium,21
work_order_id_952,sku_54,warehouse_id_45,2020-11-22T13:20:18,high,27
work_order_id_953,sku_175,warehouse_id_16,2020-07-22T18:18:29,high,24
work_order_id_954,sku_183,warehouse_id_26,2020-05-02T09:47:21,medium,27
work_order_id_955,sku_53,warehouse_id_28,2020-08-28T11:17:45,high,23
work_order_id_956,sku_49,warehouse_id_20,2020-12-23T03:31:44,medium,23
work_order_id_957,sku_172,warehouse_id_45,2020-07-26T12:34:34,low,12
work_order_id_958,sku_56,warehouse_id_18,2020-11-10T18:31:45,low,33
work_order_id_959,sku_109,warehouse_id_80,2020-10-07T19:18:11,critical,25
work_order_id_960,sku_9,warehouse_id_13,2020-10-11T07:14:07,medium,20
work_order_id_961,sku_186,warehouse_id_11,2020-11-11T02:03:11,high,24
work_order_id_962,sku_59,warehouse_id_46,2020-04-02T05:23:59,low,13
work_order_id_963,sku_117,warehouse_id_78,2020-12-18T19:57:09,low,21
work_order_id_964,sku_12,warehouse_id_77,2020-08-08T07:35:21,high,28
work_order_id_965,sku_161,warehouse_id_22,2020-01-12T08:04:41,low,30
work_order_id_966,sku_151,warehouse_id_51,2020-02-05T21:23:19,medium,26
work_order_id_967,sku_98,warehouse_id_57,2020-07-10T00:41:23,high,19
work_order_id_968,sku_69,warehouse_id_44,2020-03-29T03:53:31,critical,21
work_order_id_969,sku_34,warehouse_id_1,2020-07-19T02:21:46,high,20
work_order_id_970,sku_50,warehouse_id_14,2020-03-02T20:30:38,medium,26
work_order_id_971,sku_33,warehouse_id_16,2020-01-14T06:38:55,low,22
work_order_id_972,sku_95,warehouse_id_26,2020-01-12T03:18:58,high,23
work_order_id_973,sku_195,warehouse_id_10,2020-06-01T09:27:50,medium,20
work_order_id_974,sku_143,warehouse_id_47,2020-05-08T08:46:29,high,25
work_order_id_975,sku_54,warehouse_id_37,2020-03-06T05:30:19,high,36
work_order_id_976,sku_169,warehouse_id_77,2020-08-12T07:37:14,low,30
work_order_id_977,sku_149,warehouse_id_29,2020-12-28T11:29:35,low,23
work_order_id_978,sku_200,warehouse_id_47,2020-01-15T22:09:21,critical,20
work_order_id_979,sku_184,warehouse_id_62,2020-10-28T07:14:50,critical,24
work_order_id_980,sku_9,warehouse_id_57,2020-04-27T00:30:49,low,26
work_order_id_981,sku_186,warehouse_id_16,2020-10-29T10:41:12,medium,25
work_order_id_982,sku_3,warehouse_id_25,2020-08-25T03:53:50,low,31
work_order_id_983,sku_126,warehouse_id_57,2020-04-04T05:25:10,medium,26
work_order_id_984,sku_164,warehouse_id_58,2020-11-15T02:41:07,medium,30
work_order_id_985,sku_119,warehouse_id_71,2020-01-11T00:06:24,medium,28
work_order_id_986,sku_142,warehouse_id_47,2020-03-28T08:42:14,low,25
work_order_id_987,sku_187,warehouse_id_62,2020-09-06T16:24:31,critical,34
work_order_id_988,sku_2,warehouse_id_22,2020-12-24T12:52:43,high,16
work_order_id_989,sku_183,warehouse_id_16,2020-09-17T16:03:06,low,32
work_order_id_990,sku_133,warehouse_id_46,2020-10-09T01:07:54,medium,24
work_order_id_991,sku_63,warehouse_id_66,2020-03-22T22:15:03,medium,15
work_order_id_992,sku_73,warehouse_id_73,2020-11-09T00:26:37,high,31
work_order_id_993,sku_175,warehouse_id_49,2020-02-12T19:19:32,critical,25
work_order_id_994,sku_129,warehouse_id_74,2020-09-13T15:32:03,high,28
work_order_id_995,sku_65,warehouse_id_11,2020-09-30T06:07:32,high,26
work_order_id_996,sku_179,warehouse_id_3,2020-02-07T02:59:37,critical,22
work_order_id_997,sku_78,warehouse_id_7,2020-08-08T02:28:37,medium,34
work_order_id_998,sku_129,warehouse_id_69,2020-05-16T17:46:28,critical,26
work_order_id_999,sku_114,warehouse_id_39,2020-01-09T01:20:30,medium,23
work_order_id_1000,sku_100,warehouse_id_80,2020-09-18T12:53:27,high,19
work_order_id_1001,sku_100,warehouse_id_77,2020-02-24T03:02:03,critical,24
work_order_id_1002,sku_173,warehouse_id_44,2020-09-12T20:30:17,medium,37
work_order_id_1003,sku_54,warehouse_id_21,2020-11-30T10:01:13,medium,20
work_order_id_1004,sku_124,warehouse_id_54,2020-06-23T13:09:36,critical,25
work_order_id_1005,sku_160,warehouse_id_15,2020-04-12T22:09:00,medium,25
work_order_id_1006,sku_165,warehouse_id_60,2020-08-28T04:50:21,medium,22
work_order_id_1007,sku_181,warehouse_id_60,2020-08-09T08:09:08,critical,14
work_order_id_1008,sku_198,warehouse_id_65,2020-11-02T03:59:32,high,12
work_order_id_1009,sku_62,warehouse_id_2,2020-11-11T13:49:06,medium,32
work_order_id_1010,sku_166,warehouse_id_28,2020-06-10T09:41:37,high,18
work_order_id_1011,sku_72,warehouse_id_41,2020-01-03T14:46:44,medium,30
work_order_id_1012,sku_2,warehouse_id_15,2020-05-26T04:20:09,critical,16
work_order_id_1013,sku_141,warehouse_id_61,2020-12-13T04:35:17,low,29
work_order_id_1014,sku_157,warehouse_id_71,2020-02-05T13:33:07,high,24
work_order_id_1015,sku_34,warehouse_id_72,2020-09-06T20:49:03,high,20
work_order_id_1016,sku_58,warehouse_id_25,2020-07-10T06:53:28,medium,24
work_order_id_1017,sku_87,warehouse_id_27,2020-05-08T04:51:45,high,26
work_order_id_1018,sku_135,warehouse_id_23,2020-12-25T02:11:25,medium,24
work_order_id_1019,sku_75,warehouse_id_80,2020-07-08T12:13:45,medium,33
work_order_id_1020,sku_173,warehouse_id_68,2020-08-13T13:35:41,high,31
work_order_id_1021,sku_188,warehouse_id_31,2020-06-20T22:28:03,critical,37
work_order_id_1022,sku_120,warehouse_id_14,2020-09-10T16:27:50,high,6
work_order_id_1023,sku_131,warehouse_id_44,2020-08-23T17:13:56,medium,37
work_order_id_1024,sku_17,warehouse_id_55,2020-11-19T23:11:32,low,18
work_order_id_1025,sku_8,warehouse_id_54,2020-03-14T13:51:00,critical,27
work_order_id_1026,sku_135,warehouse_id_47,2020-02-19T00:22:02,medium,25
work_order_id_1027,sku_151,warehouse_id_78,2020-02-19T04:44:12,medium,28
work_order_id_1028,sku_110,warehouse_id_51,2020-04-05T19:16:37,medium,24
work_order_id_1029,sku_49,warehouse_id_5,2020-09-14T00:31:20,low,25
work_order_id_1030,sku_33,warehouse_id_31,2020-08-14T19:46:28,medium,19
work_order_id_1031,sku_195,warehouse_id_57,2020-10-07T12:20:29,medium,24
work_order_id_1032,sku_153,warehouse_id_60,2020-12-13T15:50:11,critical,27
work_order_id_1033,sku_153,warehouse_id_20,2020-11-23T04:55:42,critical,18
work_order_id_1034,sku_36,warehouse_id_43,2020-12-28T09:54:03,medium,26
work_order_id_1035,sku_183,warehouse_id_60,2020-10-22T12:24:22,high,27
work_order_id_1036,sku_101,warehouse_id_63,2020-06-01T16:32:30,medium,35
work_order_id_1037,sku_57,warehouse_id_75,2020-08-28T21:44:24,medium,16
work_order_id_1038,sku_16,warehouse_id_44,2020-11-13T15:04:17,low,24
work_order_id_1039,sku_175,warehouse_id_38,2020-02-29T07:48:03,high,22
work_order_id_1040,sku_120,warehouse_id_60,2020-01-16T22:41:00,high,23
work_order_id_1041,sku_164,warehouse_id_80,2020-02-17T15:53:08,medium,15
work_order_id_1042,sku_127,warehouse_id_69,2020-10-01T13:39:57,high,33
work_order_id_1043,sku_178,warehouse_id_52,2020-01-06T15:08:03,low,38
work_order_id_1044,sku_55,warehouse_id_71,2020-01-01T16:55:28,critical,31
work_order_id_1045,sku_67,warehouse_id_39,2020-07-04T13:52:01,high,21
work_order_id_1046,sku_84,warehouse_id_15,2020-02-18T22:37:35,high,28
work_order_id_1047,sku_184,warehouse_id_41,2020-01-29T18:53:05,high,28
work_order_id_1048,sku_171,warehouse_id_22,2020-04-17T10:44:47,critical,33
work_order_id_1049,sku_187,warehouse_id_67,2020-08-01T09:05:23,low,32
work_order_id_1050,sku_188,warehouse_id_59,2020-01-03T02:56:02,low,34
work_order_id_1051,sku_23,warehouse_id_65,2020-02-14T22:19:36,low,25
work_order_id_1052,sku_105,warehouse_id_51,2020-09-04T10:17:07,medium,22
work_order_id_1053,sku_168,warehouse_id_41,2020-05-10T20:18:15,critical,25
work_order_id_1054,sku_15,warehouse_id_1,2020-12-25T06:29:35,high,25
work_order_id_1055,sku_159,warehouse_id_24,2020-04-21T09:23:53,critical,18
work_order_id_1056,sku_68,warehouse_id_9,2020-07-15T10:55:02,medium,23
work_order_id_1057,sku_69,warehouse_id_59,2020-10-10T22:52:17,critical,30
