level_id,warehouse_id,sku,on_hand,reorder_point,last_count_ts
1973,warehouse_id_39,sku_168,91,79,2020-09-27T03:45:03
1974,warehouse_id_67,sku_27,128,77,2020-12-26T04:18:51
1975,warehouse_id_47,sku_195,112,65,2020-02-08T01:45:11
1976,warehouse_id_39,sku_147,156,75,2020-09-08T03:30:44
1977,warehouse_id_53,sku_174,153,102,2020-03-20T20:38:07
1978,warehouse_id_55,sku_128,96,107,2020-08-24T23:32:59
1979,warehouse_id_26,sku_66,105,47,2020-11-25T07:01:59
1980,warehouse_id_73,sku_120,127,81,2020-08-10T07:52:55
1981,warehouse_id_35,sku_71,114,55,2020-03-16T07:40:59
1982,warehouse_id_54,sku_80,141,62,2020-03-12T06:59:38
1983,warehouse_id_79,sku_38,151,109,2020-04-24T23:33:16
1984,warehouse_id_21,sku_27,104,108,2020-03-01T10:56:00
1985,warehouse_id_44,sku_109,97,58,2020-10-04T09:32:38
1986,warehouse_id_3,sku_151,98,81,2020-06-20T21:07:03
1987,warehouse_id_10,sku_196,134,100,2020-11-06T10:54:02
1988,warehouse_id_6,sku_85,156,92,2020-11-03T19:50:03
1989,warehouse_id_68,sku_60,130,54,2020-11-20T12:24:17
1990,warehouse_id_18,sku_84,97,77,2020-03-12T06:33:29
1991,warehouse_id_64,sku_92,74,82,2020-05-23T16:10:45
1992,warehouse_id_79,sku_142,89,105,2020-05-05T23:46:32
1993,warehouse_id_4,sku_118,150,101,2020-06-14T21:02:16
1994,warehouse_id_34,sku_200,119,73,2020-12-01T10:35:43
1995,warehouse_id_55,sku_117,116,78,2020-10-09T06:57:25
1996,warehouse_id_76,sku_161,145,71,2020-08-14T15:37:38
1997,warehouse_id_16,sku_24,115,77,2020-03-03T10:36:32
1998,warehouse_id_63,sku_66,129,81,2020-11-11T22:45:12
1999,warehouse_id_1,sku_168,146,88,2020-11-19T20:21:17
2000,warehouse_id_3,sku_21,61,86,2020-05-16T17:56:31
2001,warehouse_id_57,sku_73,147,73,2020-04-02T17:05:55
2002,warehouse_id_45,sku_74,152,68,2020-12-01T15:09:18
2003,warehouse_id_38,sku_111,177,94,2020-08-22T09:27:09
2004,warehouse_id_62,sku_114,111,77,2020-05-06T05:02:43
2005,warehouse_id_69,sku_4,108,66,2020-01-17T21:06:32
2006,warehouse_id_1,sku_190,111,81,2020-01-06T04:18:15
2007,warehouse_id_20,sku_49,138,93,2020-01-29T22:09:53
2008,warehouse_id_34,sku_11,104,65,2020-04-18T12:53:56
2009,warehouse_id_69,sku_159,151,81,2020-07-11T20:58:14
2010,warehouse_id_7,sku_63,102,66,2020-03-11T22:23:28
2011,warehouse_id_22,sku_200,155,86,2020-09-26T02:12:37
2012,warehouse_id_27,sku_15,124,79,2020-12-10T10:47:30
2013,warehouse_id_50,sku_1,133,63,2020-06-21T06:18:58
2014,warehouse_id_31,sku_117,102,78,2020-12-16T06:52:19
2015,warehouse_id_22,sku_89,89,83,2020-10-10T12:42:36
2016,warehouse_id_74,sku_187,154,67,2020-06-14T18:27:31
2017,warehouse_id_62,sku_55,137,77,2020-10-18T14:28:45
2018,warehouse_id_76,sku_93,135,106,2020-01-14T11:56:51
2019,warehouse_id_49,sku_77,46,61,2020-01-10T13:41:47
2020,warehouse_id_74,sku_165,115,71,2020-04-26T22:47:42
2021,warehouse_id_19,sku_53,115,73,2020-12-06T04:50:22
2022,warehouse_id_78,sku_149,89,100,2020-01-12T06:27:58
2023,warehouse_id_42,sku_141,109,80,2020-08-10T23:19:01
2024,warehouse_id_12,sku_176,94,81,2020-03-22T01:10:00
2025,warehouse_id_16,sku_185,78,56,2020-05-18T06:47:58
2026,warehouse_id_33,sku_60,70,81,2020-10-05T06:11:32
2027,warehouse_id_77,sku_68,95,83,2020-08-02T17:43:04
2028,warehouse_id_74,sku_127,129,86,2020-06-28T22:49:41
2029,warehouse_id_63,sku_103,142,73,2020-04-01T22:17:00
2030,warehouse_id_77,sku_123,174,68,2020-09-25T10:14:09
2031,warehouse_id_40,sku_61,81,85,2020-04-11T20:43:36
2032,warehouse_id_23,sku_59,99,58,2020-12-19T07:41:46
2033,warehouse_id_69,sku_8,111,79,2020-08-04T09:02:48
2034,warehouse_id_20,sku_191,142,71,2020-12-22T16:03:17
2035,warehouse_id_33,sku_191,180,92,2020-08-06T07:03:00
2036,warehouse_id_38,sku_99,81,112,2020-10-13T22:44:01
2037,warehouse_id_10,sku_83,75,84,2020-05-05T06:54:02
2038,warehouse_id_52,sku_22,107,103,2020-06-02T14:04:50
2039,warehouse_id_40,sku_103,97,87,2020-11-27T05:57:59
2040,warehouse_id_31,sku_159,44,77,2020-12-21T01:54:02
2041,warehouse_id_52,sku_49,131,86,2020-08-25T13:01:22
2042,warehouse_id_58,sku_155,40,88,2020-01-22T07:15:52
2043,warehouse_id_48,sku_31,104,82,2020-10-21T09:03:25
2044,warehouse_id_60,sku_49,72,82,2020-10-18T09:26:28
2045,warehouse_id_76,sku_44,90,84,2020-07-31T17:34:57
2046,warehouse_id_19,sku_149,144,74,2020-10-15T10:46:42
2047,warehouse_id_45,sku_70,96,54,2020-04-16T16:27:48
2048,warehouse_id_2,sku_100,150,90,2020-02-28T00:35:53
2049,warehouse_id_66,sku_192,80,77,2020-08-29T17:19:24
2050,warehouse_id_45,sku_15,141,84,2020-07-06T07:31:29
2051,warehouse_id_66,sku_131,193,88,2020-11-13T10:38:00
2052,warehouse_id_33,sku_90,93,93,2020-04-29T10:31:59
2053,warehouse_id_77,sku_47,185,69,2020-10-24T12:28:58
2054,warehouse_id_62,sku_58,85,80,2020-01-17T06:23:13
2055,warehouse_id_29,sku_101,115,113,2020-08-01T23:26:45
2056,warehouse_id_61,sku_100,133,55,2020-12-18T11:57:36
2057,warehouse_id_17,sku_142,51,84,2020-11-05T01:29:49
2058,warehouse_id_48,sku_97,135,81,2020-01-02T08:18:45
2059,warehouse_id_51,sku_170,93,77,2020-08-12T13:37:54
2060,warehouse_id_51,sku_77,87,83,2020-06-29T23:48:14
2061,warehouse_id_76,sku_29,148,89,2020-04-30T21:25:15
2062,warehouse_id_80,sku_95,62,78,2020-04-18T15:58:57
2063,warehouse_id_38,sku_192,136,67,2020-02-23T15:49:27
2064,warehouse_id_61,sku_118,124,108,2020-02-22T16:26:38
2065,warehouse_id_19,sku_95,136,82,2020-01-27T00:33:30
2066,warehouse_id_52,sku_1,83,82,2020-02-08T05:45:24
2067,warehouse_id_60,sku_44,151,105,2020-04-01T10:01:35
2068,warehouse_id_4,sku_10,101,98,2020-08-15T09:01:30
2069,warehouse_id_73,sku_79,93,99,2020-05-13T16:46:19
2070,warehouse_id_17,sku_2,95,71,2020-12-03T23:15:48
2071,warehouse_id_56,sku_115,112,63,2020-10-23T07:45:04
2072,warehouse_id_77,sku_40,190,57,2020-02-01T16:08:46
2073,warehouse_id_27,sku_87,110,88,2020-05-24T02:56:19
2074,warehouse_id_32,sku_25,148,77,2020-01-09T17:38:36
2075,warehouse_id_74,sku_30,165,55,2020-08-15T07:39:31
2076,warehouse_id_19,sku_62,105,46,2020-08-05T22:51:25
2077,warehouse_id_76,sku_53,77,84,2020-07-05T09:34:41
2078,warehouse_id_55,sku_165,168,71,2020-01-27T23:10:04
2079,warehouse_id_48,sku_70,100,87,2020-12-11T08:06:40
2080,warehouse_id_77,sku_192,73,105,2020-10-18T05:49:45
2081,warehouse_id_72,sku_83,138,76,2020-01-06T23:53:27
2082,warehouse_id_46,sku_158,141,72,2020-01-17T08:22:28
2083,warehouse_id_25,sku_69,165,92,2020-09-05T19:53:22
2084,warehouse_id_21,sku_154,97,75,2020-09-13T18:58:44
2085,warehouse_id_70,sku_148,127,73,2020-04-09T00:30:40
2086,warehouse_id_33,sku_16,141,125,2020-11-30T11:29:19
2087,warehouse_id_19,sku_57,117,82,2020-08-27T14:09:51
2088,warehouse_id_34,sku_144,94,90,2020-12-01T05:35:26
2089,warehouse_id_21,sku_104,115,94,2020-09-08T07:05:32
2090,warehouse_id_51,sku_166,89,86,2020-08-09T09:46:27
2091,warehouse_id_58,sku_82,96,73,2020-03-31T16:39:33
2092,warehouse_id_30,sku_136,128,95,2020-12-07T06:43:44
2093,warehouse_id_30,sku_160,66,88,2020-03-28T19:25:39
2094,warehouse_id_71,sku_171,101,84,2020-11-20T22:22:48
2095,warehouse_id_54,sku_186,170,67,2020-09-08T17:08:12
2096,warehouse_id_51,sku_179,147,85,2020-04-15T08:52:12
2097,warehouse_id_27,sku_106,118,93,2020-01-27T06:55:55
2098,warehouse_id_24,sku_157,130,63,2020-05-01T09:23:41
2099,warehouse_id_59,sku_3,71,79,2020-11-11T18:30:29
2100,warehouse_id_60,sku_23,129,62,2020-08-13T02:36:37
2101,warehouse_id_36,sku_6,95,83,2020-11-04T19:29:14
2102,warehouse_id_13,sku_23,101,80,2020-07-24T20:37:39
2103,warehouse_id_1,sku_7,102,81,2020-05-10T22:54:32
2104,warehouse_id_27,sku_3,141,64,2020-05-14T06:38:33
2105,warehouse_id_14,sku_96,112,79,2020-08-07T15:44:44
2106,warehouse_id_46,sku_180,56,72,2020-01-22T16:59:38
2107,warehouse_id_79,sku_86,104,70,2020-08-22T15:24:44
2108,warehouse_id_11,sku_200,97,75,2020-12-09T14:40:45
2109,warehouse_id_39,sku_80,68,78,2020-06-19T18:31:28
2110,warehouse_id_26,sku_140,33,122,2020-10-10T22:19:57
2111,warehouse_id_10,sku_39,181,108,2020-11-19T05:00:09
2112,warehouse_id_49,sku_118,95,99,2020-06-04T04:20:00
2113,warehouse_id_4,sku_78,139,93,2020-06-04T21:17:30
2114,warehouse_id_47,sku_11,131,83,2020-10-31T15:35:27
2115,warehouse_id_51,sku_33,111,86,2020-09-11T20:32:54
2116,warehouse_id_30,sku_150,98,90,2020-10-04T15:38:52
2117,warehouse_id_23,sku_183,100,76,2020-10-07T11:22:36
2118,warehouse_id_67,sku_145,88,100,2020-01-09T18:57:17
2119,warehouse_id_28,sku_115,125,94,2020-01-20T14:16:22
2120,warehouse_id_18,sku_109,115,81,2020-06-17T23:19:19
2121,warehouse_id_10,sku_123,109,72,2020-07-22T08:25:36
2122,warehouse_id_12,sku_41,127,58,2020-02-13T10:54:13
2123,warehouse_id_4,sku_39,133,86,2020-05-10T15:29:14
2124,warehouse_id_69,sku_120,97,83,2020-02-11T13:01:40
2125,warehouse_id_25,sku_196,159,72,2020-09-21T03:07:34
2126,warehouse_id_72,sku_125,155,64,2020-06-21T15:17:30
2127,warehouse_id_6,sku_93,79,85,2020-05-20T11:39:57
2128,warehouse_id_36,sku_186,133,73,2020-04-10T13:24:34
2129,warehouse_id_33,sku_170,163,90,2020-06-23T02:58:02
2130,warehouse_id_15,sku_16,142,82,2020-03-08T21:11:33
2131,warehouse_id_38,sku_133,148,98,2020-10-05T18:48:16
2132,warehouse_id_53,sku_88,141,77,2020-08-29T14:49:42
2133,warehouse_id_27,sku_35,164,62,2020-09-09T10:08:37
2134,warehouse_id_67,sku_56,100,81,2020-01-29T03:36:52
2135,warehouse_id_72,sku_81,171,71,2020-10-13T00:45:17
2136,warehouse_id_10,sku_4,110,79,2020-07-23T03:01:34
2137,warehouse_id_29,sku_155,219,99,2020-11-10T05:25:28
2138,warehouse_id_9,sku_103,151,85,2020-09-03T16:41:52
2139,warehouse_id_78,sku_85,104,64,2020-10-07T04:07:44
2140,warehouse_id_8,sku_143,71,77,2020-03-10T22:08:39
2141,warehouse_id_54,sku_178,173,77,2020-04-07T02:02:44
2142,warehouse_id_22,sku_104,128,85,2020-01-15T09:21:58
2143,warehouse_id_23,sku_75,97,71,2020-03-25T00:25:48
2144,warehouse_id_3,sku_162,72,86,2020-02-25T03:05:47
2145,warehouse_id_59,sku_147,113,73,2020-09-07T16:07:41
2146,warehouse_id_71,sku_161,104,75,2020-03-21T07:42:49
2147,warehouse_id_35,sku_59,90,85,2020-10-04T02:52:18
2148,warehouse_id_23,sku_130,144,34,2020-11-19T03:05:37
2149,warehouse_id_40,sku_91,151,57,2020-07-19T00:19:19
2150,warehouse_id_73,sku_197,111,80,2020-07-11T00:18:26
2151,warehouse_id_53,sku_126,105,37,2020-01-29T09:18:16
2152,warehouse_id_5,sku_10,156,71,2020-10-04T05:41:18
2153,warehouse_id_19,sku_19,76,101,2020-11-29T08:24:45
2154,warehouse_id_55,sku_94,82,88,2020-12-29T17:47:32
2155,warehouse_id_44,sku_70,120,62,2020-03-21T08:49:03
2156,warehouse_id_39,sku_126,149,75,2020-04-15T17:46:38
2157,warehouse_id_72,sku_83,140,77,2020-06-07T10:02:28
2158,warehouse_id_10,sku_160,157,102,2020-11-19T01:15:46
2159,warehouse_id_29,sku_86,135,75,2020-02-26T13:53:24
2160,warehouse_id_37,sku_97,152,75,2020-02-26T15:41:30
2161,warehouse_id_13,sku_7,75,97,2020-04-15T10:05:14
2162,warehouse_id_36,sku_178,150,72,2020-04-02T00:13:45
2163,warehouse_id_18,sku_177,129,67,2020-09-23T05:19:04
2164,warehouse_id_9,sku_126,159,77,2020-06-14T00:39:28
2165,warehouse_id_38,sku_191,125,78,2020-07-16T07:01:55
2166,warehouse_id_22,sku_149,82,69,2020-05-28T21:37:22
2167,warehouse_id_20,sku_170,150,67,2020-11-13T04:34:03
2168,warehouse_id_15,sku_85,137,89,2020-04-09T10:14:55
2169,warehouse_id_24,sku_32,95,64,2020-10-26T03:08:18
2170,warehouse_id_3,sku_9,161,59,2020-11-24T07:23:56
2171,warehouse_id_47,sku_193,104,87,2020-01-09T12:45:25
2172,warehouse_id_30,sku_54,109,68,2020-11-26T11:15:05
2173,warehouse_id_17,sku_175,148,53,2020-03-08T08:22:10
2174,warehouse_id_25,sku_160,92,104,2020-03-07T10:47:50
2175,warehouse_id_14,sku_105,134,73,2020-10-22T22:14:34
2176,warehouse_id_44,sku_10,91,100,2020-07-14T10:59:49
2177,warehouse_id_54,sku_189,110,62,2020-05-02T16:22:13
2178,warehouse_id_61,sku_156,131,85,2020-03-23T17:36:03
2179,warehouse_id_16,sku_119,124,96,2020-12-30T09:41:59
2180,warehouse_id_76,sku_15,128,61,2020-06-15T18:02:13
2181,warehouse_id_16,sku_35,121,43,2020-12-01T18:24:25
2182,warehouse_id_60,sku_37,137,111,2020-05-11T03:08:29
2183,warehouse_id_26,sku_190,83,46,2020-07-13T02:25:51
2184,warehouse_id_20,sku_13,98,100,2020-12-09T00:15:46
2185,warehouse_id_57,sku_145,119,90,2020-12-25T13:39:08
2186,warehouse_id_61,sku_76,155,62,2020-12-18T11:48:03
2187,warehouse_id_71,sku_187,158,68,2020-12-03T07:33:07
2188,warehouse_id_55,sku_91,183,86,2020-01-19T20:52:00
2189,warehouse_id_36,sku_169,174,88,2020-02-18T17:59:21
2190,warehouse_id_19,sku_89,95,92,2020-09-13T10:31:40
2191,warehouse_id_19,sku_151,131,85,2020-07-16T12:16:42
2192,warehouse_id_57,sku_63,141,56,2020-06-10T13:46:26
2193,warehouse_id_60,sku_40,90,73,2020-09-06T00:46:01
2194,warehouse_id_18,sku_153,121,81,2020-08-28T21:56:24
2195,warehouse_id_68,sku_14,133,96,2020-09-17T01:23:40
2196,warehouse_id_33,sku_149,119,94,2020-09-16T23:26:07
2197,warehouse_id_65,sku_49,112,80,2020-02-19T03:50:50
2198,warehouse_id_15,sku_116,122,82,2020-10-15T06:32:51
2199,warehouse_id_37,sku_85,109,89,2020-03-21T00:41:21
2200,warehouse_id_54,sku_33,95,88,2020-04-18T00:19:28
2201,warehouse_id_22,sku_143,72,80,2020-01-07T13:12:11
2202,warehouse_id_71,sku_100,99,81,2020-05-31T07:45:07
2203,warehouse_id_44,sku_199,97,95,2020-08-08T08:02:06
2204,warehouse_id_53,sku_111,139,85,2020-01-27T12:58:58
2205,warehouse_id_64,sku_80,70,69,2020-06-19T05:12:55
2206,warehouse_id_20,sku_155,109,83,2020-05-27T02:55:23
2207,warehouse_id_11,sku_173,120,69,2020-05-26T14:03:03
2208,warehouse_id_49,sku_84,135,78,2020-11-16T17:55:49
2209,warehouse_id_35,sku_6,49,82,2020-07-24T13:39:33
2210,warehouse_id_22,sku_48,135,84,2020-06-06T02:59:29
2211,warehouse_id_1,sku_123,139,54,2020-11-10T13:50:13
2212,warehouse_id_26,sku_95,86,74,2020-09-03T10:30:56
2213,warehouse_id_72,sku_166,167,79,2020-12-15T15:06:58
2214,warehouse_id_79,sku_188,155,93,2020-09-28T02:22:14
2215,warehouse_id_27,sku_98,128,85,2020-10-06T02:32:43
2216,warehouse_id_62,sku_126,52,73,2020-09-16T17:35:33
2217,warehouse_id_51,sku_38,113,94,2020-08-09T07:56:23
2218,warehouse_id_69,sku_67,178,62,2020-05-16T16:51:36
2219,warehouse_id_80,sku_56,78,98,2020-04-10T17:54:27
2220,warehouse_id_42,sku_29,125,77,2020-12-17T11:39:32
2221,warehouse_id_7,sku_119,122,102,2020-05-23T08:43:01
2222,warehouse_id_61,sku_94,90,66,2020-12-11T21:03:16
2223,warehouse_id_2,sku_196,128,103,2020-12-17T05:15:47
2224,warehouse_id_41,sku_68,91,71,2020-06-26T07:50:12
2225,warehouse_id_66,sku_53,145,69,2020-12-12T22:07:47
2226,warehouse_id_47,sku_99,95,68,2020-07-13T22:42:05
2227,warehouse_id_28,sku_171,116,69,2020-07-19T21:19:40
2228,warehouse_id_23,sku_164,110,39,2020-06-15T03:55:25
2229,warehouse_id_40,sku_72,116,114,2020-03-15T15:13:43
2230,warehouse_id_67,sku_6,108,68,2020-10-11T20:23:57
2231,warehouse_id_69,sku_104,64,95,2020-10-07T07:57:47
2232,warehouse_id_14,sku_24,90,67,2020-02-02T12:18:46
2233,warehouse_id_75,sku_121,160,100,2020-02-09T02:15:32
2234,warehouse_id_10,sku_186,155,54,2020-11-23T07:35:43
2235,warehouse_id_40,sku_59,148,90,2020-06-27T04:42:33
2236,warehouse_id_48,sku_138,99,84,2020-01-18T10:33:40
2237,warehouse_id_78,sku_171,140,80,2020-02-11T22:20:17
2238,warehouse_id_2,sku_93,133,44,2020-08-06T23:37:37
2239,warehouse_id_75,sku_139,107,47,2020-12-23T22:49:22
2240,warehouse_id_14,sku_187,165,62,2020-12-18T00:35:59
2241,warehouse_id_68,sku_158,147,79,2020-05-21T09:17:58
2242,warehouse_id_70,sku_73,107,64,2020-06-16T07:19:32
2243,warehouse_id_12,sku_79,122,81,2020-04-28T11:29:03
2244,warehouse_id_5,sku_194,165,97,2020-06-28T22:54:32
2245,warehouse_id_9,sku_9,105,72,2020-12-17T12:52:54
2246,warehouse_id_1,sku_125,140,68,2020-11-23T01:36:21
2247,warehouse_id_33,sku_64,134,69,2020-02-28T00:18:03
2248,warehouse_id_50,sku_51,150,74,2020-02-17T18:36:25
2249,warehouse_id_72,sku_120,124,89,2020-05-22T09:03:03
2250,warehouse_id_59,sku_80,131,63,2020-08-29T13:07:32
2251,warehouse_id_43,sku_46,82,68,2020-06-01T19:10:33
2252,warehouse_id_46,sku_50,109,92,2020-04-02T11:09:53
2253,warehouse_id_79,sku_187,129,73,2020-09-05T22:02:21
2254,warehouse_id_1,sku_57,143,69,2020-06-29T10:19:26
2255,warehouse_id_40,sku_81,118,79,2020-07-03T08:43:53
2256,warehouse_id_80,sku_46,140,125,2020-11-18T15:58:50
2257,warehouse_id_58,sku_149,143,95,2020-08-21T22:29:15
2258,warehouse_id_30,sku_72,79,70,2020-04-16T12:49:57
2259,warehouse_id_13,sku_35,96,81,2020-11-22T01:53:07
2260,warehouse_id_37,sku_74,163,77,2020-08-01T02:01:42
2261,warehouse_id_58,sku_190,124,69,2020-05-10T03:27:23
2262,warehouse_id_46,sku_26,126,72,2020-06-19T01:17:51
2263,warehouse_id_61,sku_178,103,84,2020-01-13T22:12:44
2264,warehouse_id_18,sku_169,141,65,2020-03-18T07:00:04
2265,warehouse_id_48,sku_112,163,94,2020-03-14T00:30:36
2266,warehouse_id_35,sku_185,166,100,2020-03-13T11:47:54
2267,warehouse_id_10,sku_18,73,81,2020-12-23T18:01:57
2268,warehouse_id_57,sku_155,147,88,2020-05-20T17:59:00
2269,warehouse_id_15,sku_101,111,91,2020-01-31T03:13:11
2270,warehouse_id_64,sku_119,75,66,2020-11-15T21:44:41
2271,warehouse_id_61,sku_157,131,103,2020-06-20T13:20:27
2272,warehouse_id_3,sku_159,155,84,2020-01-21T11:15:28
2273,warehouse_id_12,sku_99,111,117,2020-04-04T22:33:52
2274,warehouse_id_65,sku_76,109,61,2020-06-05T19:28:56
2275,warehouse_id_16,sku_8,139,75,2020-03-30T10:21:26
2276,warehouse_id_34,sku_5,107,79,2020-06-23T08:35:08
2277,warehouse_id_52,sku_133,119,62,2020-08-14T16:05:10
2278,warehouse_id_27,sku_11,125,81,2020-09-07T04:48:20
2279,warehouse_id_24,sku_181,131,77,2020-12-09T06:42:29
2280,warehouse_id_4,sku_182,127,79,2020-12-24T08:58:40
2281,warehouse_id_40,sku_7,141,61,2020-01-15T03:33:30
2282,warehouse_id_8,sku_87,159,74,2020-02-17T18:26:49
2283,warehouse_id_77,sku_1,139,61,2020-01-15T07:35:05
2284,warehouse_id_55,sku_192,95,68,2020-02-16T01:59:15
2285,warehouse_id_65,sku_104,132,51,2020-04-20T04:11:20
2286,warehouse_id_13,sku_25,134,67,2020-02-26T04:02:29
2287,warehouse_id_26,sku_126,80,92,2020-10-26T17:13:52
2288,warehouse_id_17,sku_134,81,92,2020-06-03T07:28:51
2289,warehouse_id_3,sku_103,105,65,2020-03-24T09:51:27
2290,warehouse_id_60,sku_116,98,90,2020-07-14T12:30:02
2291,warehouse_id_79,sku_176,117,95,2020-08-02T15:04:10
2292,warehouse_id_6,sku_56,124,86,2020-12-16T05:21:52
2293,warehouse_id_43,sku_33,93,77,2020-12-20T22:46:56
2294,warehouse_id_39,sku_86,97,74,2020-02-18T06:14:38
2295,warehouse_id_2,sku_75,88,95,2020-02-03T09:58:47
2296,warehouse_id_62,sku_19,123,81,2020-08-04T19:07:07
2297,warehouse_id_32,sku_100,164,70,2020-03-17T01:35:45
2298,warehouse_id_69,sku_133,108,97,2020-03-02T03:43:19
2299,warehouse_id_8,sku_16,130,88,2020-05-01T06:00:57
2300,warehouse_id_8,sku_104,80,90,2020-02-29T01:03:43
2301,warehouse_id_17,sku_79,94,110,2020-01-29T17:54:33
2302,warehouse_id_54,sku_32,153,60,2020-12-05T12:25:08
2303,warehouse_id_48,sku_150,103,107,2020-12-19T20:13:09
2304,warehouse_id_56,sku_52,152,101,2020-06-16T00:53:34
2305,warehouse_id_76,sku_68,85,70,2020-08-04T00:44:45
2306,warehouse_id_68,sku_92,152,89,2020-08-06T19:09:17
2307,warehouse_id_73,sku_162,93,50,2020-03-27T19:43:15
2308,warehouse_id_39,sku_118,132,74,2020-07-26T19:09:13
2309,warehouse_id_12,sku_109,129,100,2020-11-13T10:01:20
2310,warehouse_id_31,sku_44,118,58,2020-03-22T07:47:06
2311,warehouse_id_24,sku_135,99,75,2020-02-04T15:04:39
2312,warehouse_id_76,sku_181,125,68,2020-08-17T04:48:08
2313,warehouse_id_34,sku_92,105,102,2020-10-14T08:44:07
2314,warehouse_id_22,sku_83,110,95,2020-06-23T05:32:20
2315,warehouse_id_23,sku_57,103,95,2020-03-23T09:08:40
2316,warehouse_id_2,sku_116,175,58,2020-06-17T21:37:33
2317,warehouse_id_49,sku_175,148,95,2020-03-05T02:29:02
2318,warehouse_id_61,sku_166,62,88,2020-08-01T17:34:29
2319,warehouse_id_62,sku_45,153,56,2020-06-17T23:14:43
2320,warehouse_id_28,sku_164,110,94,2020-07-01T11:53:42
2321,warehouse_id_33,sku_65,102,85,2020-03-05T09:11:46
2322,warehouse_id_6,sku_77,169,92,2020-03-11T01:53:57
2323,warehouse_id_23,sku_48,129,65,2020-05-13T01:41:05
2324,warehouse_id_36,sku_126,112,81,2020-02-05T07:01:19
2325,warehouse_id_13,sku_49,78,94,2020-10-10T08:46:26
2326,warehouse_id_61,sku_79,125,98,2020-11-16T01:41:39
2327,warehouse_id_5,sku_110,106,104,2020-08-25T23:23:24
2328,warehouse_id_70,sku_137,120,62,2020-05-20T06:28:39
2329,warehouse_id_76,sku_79,141,66,2020-06-18T09:36:56
2330,warehouse_id_21,sku_91,124,57,2020-12-15T12:53:27
2331,warehouse_id_68,sku_83,175,66,2020-08-11T03:07:49
2332,warehouse_id_3,sku_118,151,78,2020-12-26T00:34:22
2333,warehouse_id_79,sku_143,119,116,2020-12-04T15:29:31
2334,warehouse_id_6,sku_83,122,71,2020-05-10T09:46:35
2335,warehouse_id_58,sku_80,108,77,2020-06-26T02:18:33
2336,warehouse_id_41,sku_164,94,67,2020-12-04T14:23:07
2337,warehouse_id_66,sku_100,130,88,2020-02-29T21:17:11
2338,warehouse_id_52,sku_20,121,73,2020-11-02T06:11:15
2339,warehouse_id_77,sku_90,120,60,2020-11-02T04:09:29
2340,warehouse_id_12,sku_100,64,93,2020-12-05T17:05:40
2341,warehouse_id_5,sku_156,165,67,2020-02-01T18:35:15
2342,warehouse_id_6,sku_182,124,58,2020-01-11T00:54:16
2343,warehouse_id_49,sku_76,102,97,2020-06-14T08:21:37
2344,warehouse_id_76,sku_87,136,80,2020-05-17T06:16:58
2345,warehouse_id_19,sku_175,130,84,2020-07-26T19:07:27
2346,warehouse_id_34,sku_28,139,88,2020-01-14T12:34:35
2347,warehouse_id_24,sku_10,118,75,2020-08-18T05:19:16
2348,warehouse_id_14,sku_180,95,79,2020-08-23T14:31:46
2349,warehouse_id_36,sku_62,94,73,2020-07-28T02:31:18
2350,warehouse_id_19,sku_91,144,73,2020-05-26T20:35:21
2351,warehouse_id_44,sku_192,145,72,2020-03-10T17:43:39
2352,warehouse_id_64,sku_115,110,72,2020-04-26T14:31:08
2353,warehouse_id_73,sku_161,117,92,2020-03-25T04:20:13
2354,warehouse_id_79,sku_10,115,55,2020-09-08T20:30:17
2355,warehouse_id_50,sku_113,166,75,2020-06-06T01:09:37
2356,warehouse_id_76,sku_68,108,66,2020-09-09T17:35:50
2357,warehouse_id_37,sku_137,130,81,2020-08-02T06:06:48
2358,warehouse_id_57,sku_162,108,64,2020-08-30T17:45:09
2359,warehouse_id_73,sku_183,91,72,2020-07-04T22:04:32
2360,warehouse_id_80,sku_179,101,75,2020-08-02T13:27:44
2361,warehouse_id_51,sku_48,134,79,2020-01-21T00:25:02
2362,warehouse_id_50,sku_11,160,59,2020-02-06T06:48:16
2363,warehouse_id_15,sku_151,85,96,2020-11-18T02:55:16
2364,warehouse_id_58,sku_125,143,61,2020-08-03T07:01:38
2365,warehouse_id_52,sku_170,105,81,2020-05-11T22:40:49
2366,warehouse_id_14,sku_88,117,80,2020-01-03T21:05:11
2367,warehouse_id_3,sku_28,106,80,2020-06-27T07:46:02
2368,warehouse_id_35,sku_32,105,84,2020-02-27T06:21:15
2369,warehouse_id_43,sku_43,135,55,2020-09-24T01:48:53
2370,warehouse_id_19,sku_127,130,74,2020-10-24T18:41:47
2371,warehouse_id_74,sku_186,65,69,2020-08-29T22:20:58
2372,warehouse_id_41,sku_11,171,75,2020-09-17T13:45:08
2373,warehouse_id_33,sku_175,123,102,2020-06-13T11:46:47
2374,warehouse_id_72,sku_83,107,76,2020-02-15T05:52:57
2375,warehouse_id_71,sku_136,106,67,2020-06-22T23:51:32
2376,warehouse_id_26,sku_25,126,80,2020-05-14T23:41:11
2377,warehouse_id_30,sku_106,72,101,2020-07-21T18:39:34
2378,warehouse_id_63,sku_55,161,70,2020-12-16T20:39:59
2379,warehouse_id_11,sku_79,129,60,2020-04-08T21:40:58
2380,warehouse_id_39,sku_157,138,78,2020-12-05T15:59:33
2381,warehouse_id_48,sku_109,104,65,2020-02-17T10:34:15
2382,warehouse_id_17,sku_14,127,66,2020-07-11T01:44:24
