po_number,supplier_id,warehouse_id,order_ts,status
po_number_1517,2043,warehouse_id_47,2020-07-24T11:09:00,in_transit
po_number_1518,2018,warehouse_id_61,2020-11-28T10:52:21,draft
po_number_1519,2041,warehouse_id_80,2020-09-29T05:45:32,received
po_number_1520,2080,warehouse_id_34,2020-01-10T07:43:39,in_transit
po_number_1521,2010,warehouse_id_2,2020-03-10T18:41:09,closed
po_number_1522,2075,warehouse_id_66,2020-09-12T18:08:06,in_transit
po_number_1523,2070,warehouse_id_53,2020-02-02T20:06:08,approved
po_number_1524,2019,warehouse_id_50,2020-04-12T20:53:36,received
po_number_1525,2059,warehouse_id_64,2020-01-10T07:36:21,in_transit
po_number_1526,2094,warehouse_id_73,2020-04-18T09:46:44,in_transit
po_number_1527,2064,warehouse_id_32,2020-07-30T00:35:54,in_transit
po_number_1528,2000,warehouse_id_72,2020-08-25T18:49:30,draft
po_number_1529,2059,warehouse_id_68,2020-09-09T21:38:44,received
po_number_1530,2118,warehouse_id_26,2020-03-05T09:30:42,approved
po_number_1531,2043,warehouse_id_44,2020-10-06T08:31:51,received
po_number_1532,2011,warehouse_id_41,2020-04-05T23:27:35,closed
po_number_1533,2029,warehouse_id_62,2020-08-08T07:51:15,in_transit
po_number_1534,2056,warehouse_id_41,2020-12-05T04:10:11,draft
po_number_1535,2068,warehouse_id_69,2020-02-10T02:32:19,draft
po_number_1536,2055,warehouse_id_44,2020-11-22T11:30:24,approved
po_number_1537,2093,warehouse_id_43,2020-08-29T16:16:04,draft
po_number_1538,2008,warehouse_id_75,2020-05-04T19:28:55,closed
po_number_1539,2051,warehouse_id_34,2020-02-22T14:07:23,draft
po_number_1540,2020,warehouse_id_7,2020-03-19T12:46:53,closed
po_number_1541,2046,warehouse_id_4,2020-08-30T15:06:52,in_transit
po_number_1542,2114,warehouse_id_38,2020-04-29T09:25:34,received
po_number_1543,2103,warehouse_id_48,2020-09-08T02:14:56,in_transit
po_number_1544,2076,warehouse_id_31,2020-05-04T05:27:54,received
po_number_1545,2059,warehouse_id_36,2020-09-02T04:28:12,draft
po_number_1546,2008,warehouse_id_50,2020-01-30T16:26:40,received
po_number_1547,2083,warehouse_id_31,2020-03-04T18:00:09,draft
po_number_1548,2027,warehouse_id_41,2020-08-30T18:20:46,approved
po_number_1549,2117,warehouse_id_36,2020-09-28T00:18:33,received
po_number_1550,2081,warehouse_id_38,2020-07-08T12:19:07,approved
po_number_1551,2074,warehouse_id_71,2020-11-25T22:43:09,in_transit
po_number_1552,2029,warehouse_id_77,2020-09-26T01:11:18,closed
po_number_1553,2082,warehouse_id_42,2020-12-06T15:43:33,approved
po_number_1554,2064,warehouse_id_4,2020-12-09T09:41:43,in_transit
po_number_1555,2030,warehouse_id_33,2020-04-29T14:50:58,received
po_number_1556,2058,warehouse_id_34,2020-09-16T07:59:00,closed
po_number_1557,2074,warehouse_id_78,2020-02-25T11:44:54,received
po_number_1558,2027,warehouse_id_54,2020-11-20T16:05:01,closed
po_number_1559,2084,warehouse_id_48,2020-05-19T20:49:01,in_transit
po_number_1560,2070,warehouse_id_2,2020-10-03T00:09:55,closed
po_number_1561,2083,warehouse_id_45,2020-08-05T04:41:36,draft
po_number_1562,2009,warehouse_id_53,2020-02-17T08:37:17,in_transit
po_number_1563,2052,warehouse_id_31,2020-07-30T18:45:10,draft
po_number_1564,2051,warehouse_id_13,2020-05-08T09:59:41,draft
po_number_1565,2099,warehouse_id_72,2020-07-13T20:24:40,approved
po_number_1566,2063,warehouse_id_16,2020-08-23T05:46:54,closed
po_number_1567,2103,warehouse_id_1,2020-02-16T18:18:41,received
po_number_1568,2061,warehouse_id_45,2020-09-04T02:58:46,in_transit
po_number_1569,2081,warehouse_id_18,2020-09-07T01:10:13,draft
po_number_1570,2036,warehouse_id_25,2020-09-26T07:29:39,in_transit
po_number_1571,2045,warehouse_id_30,2020-03-08T18:02:04,approved
po_number_1572,2064,warehouse_id_37,2020-04-10T21:16:37,received
po_number_1573,2021,warehouse_id_65,2020-05-03T06:48:12,draft
po_number_1574,2035,warehouse_id_72,2020-02-29T04:10:20,received
po_number_1575,2043,warehouse_id_76,2020-03-31T11:41:25,approved
po_number_1576,2034,warehouse_id_40,2020-08-08T20:46:01,received
po_number_1577,2018,warehouse_id_61,2020-10-17T22:59:19,closed
po_number_1578,2037,warehouse_id_49,2020-07-20T04:25:41,in_transit
po_number_1579,2052,warehouse_id_80,2020-02-07T00:50:20,approved
po_number_1580,2117,warehouse_id_78,2020-11-18T18:21:27,draft
po_number_1581,2060,warehouse_id_27,2020-06-14T20:58:13,draft
po_number_1582,2016,warehouse_id_28,2020-08-26T05:40:19,in_transit
po_number_1583,2028,warehouse_id_71,2020-04-25T21:21:09,received
po_number_1584,2069,warehouse_id_55,2020-12-02T22:50:24,draft
po_number_1585,2021,warehouse_id_31,2020-09-28T13:35:27,received
po_number_1586,2092,warehouse_id_5,2020-02-28T14:15:46,closed
po_number_1587,2011,warehouse_id_75,2020-09-07T01:21:12,closed
po_number_1588,2023,warehouse_id_63,2020-07-04T15:32:39,approved
po_number_1589,2049,warehouse_id_6,2020-10-01T00:52:13,draft
po_number_1590,2031,warehouse_id_25,2020-01-12T16:03:47,approved
po_number_1591,2066,warehouse_id_76,2020-08-02T21:14:21,draft
po_number_1592,2026,warehouse_id_15,2020-09-30T18:46:48,approved
po_number_1593,2058,warehouse_id_50,2020-02-27T09:06:35,closed
po_number_1594,2023,warehouse_id_60,2020-07-28T13:17:13,in_transit
po_number_1595,2014,warehouse_id_7,2020-11-09T06:26:43,closed
po_number_1596,2067,warehouse_id_12,2020-07-11T14:11:18,draft
po_number_1597,2105,warehouse_id_36,2020-08-01T18:13:35,closed
po_number_1598,2072,warehouse_id_53,2020-07-17T17:28:00,in_transit
po_number_1599,2077,warehouse_id_76,2020-12-04T23:18:09,in_transit
po_number_1600,2052,warehouse_id_32,2020-12-25T18:54:11,received
po_number_1601,2060,warehouse_id_6,2020-07-23T14:45:13,closed
po_number_1602,2079,warehouse_id_37,2020-01-06T17:38:32,approved
po_number_1603,2065,warehouse_id_66,2020-04-02T22:07:40,approved
po_number_1604,2096,warehouse_id_25,2020-04-09T05:04:17,closed
po_number_1605,2011,warehouse_id_76,2020-12-27T22:27:22,in_transit
po_number_1606,2075,warehouse_id_13,2020-01-22T15:41:15,received
po_number_1607,2110,warehouse_id_6,2020-11-14T08:26:48,in_transit
po_number_1608,2007,warehouse_id_61,2020-01-17T18:54:31,in_transit
po_number_1609,2088,warehouse_id_44,2020-07-11T03:13:47,draft
po_number_1610,2013,warehouse_id_28,2020-05-19T05:54:45,closed
po_number_1611,2018,warehouse_id_6,2020-09-08T11:44:55,received
po_number_1612,2054,warehouse_id_11,2020-09-03T11:04:45,in_transit
po_number_1613,2095,warehouse_id_47,2020-02-25T23:30:54,in_transit
po_number_1614,2036,warehouse_id_18,2020-03-18T16:49:45,draft
po_number_1615,2100,warehouse_id_26,2020-04-03T15:30:07,closed
po_number_1616,2000,warehouse_id_58,2020-08-08T03:42:45,closed
po_number_1617,2024,warehouse_id_27,2020-07-13T04:18:48,draft
po_number_1618,2062,warehouse_id_32,2020-04-16T04:21:07,closed
po_number_1619,2036,warehouse_id_78,2020-10-21T23:04:20,received
po_number_1620,2079,warehouse_id_33,2020-03-04T03:30:59,in_transit
po_number_1621,2054,warehouse_id_34,2020-09-02T09:39:11,approved
po_number_1622,2036,warehouse_id_25,2020-12-25T21:24:58,in_transit
po_number_1623,2078,warehouse_id_47,2020-06-30T03:31:51,draft
po_number_1624,2001,warehouse_id_19,2020-01-26T06:52:41,in_transit
po_number_1625,2012,warehouse_id_38,2020-12-14T22:08:51,approved
po_number_1626,2051,warehouse_id_23,2020-07-24T10:09:34,received
po_number_1627,2091,warehouse_id_55,2020-03-01T11:19:40,approved
po_number_1628,2023,warehouse_id_43,2020-02-26T22:53:02,in_transit
po_number_1629,2090,warehouse_id_28,2020-06-22T17:02:27,in_transit
po_number_1630,2032,warehouse_id_4,2020-04-25T18:02:14,in_transit
po_number_1631,2105,warehouse_id_70,2020-10-31T14:08:17,in_transit
po_number_1632,2110,warehouse_id_18,2020-11-06T19:58:47,in_transit
po_number_1633,2067,warehouse_id_35,2020-12-09T17:01:55,approved
po_number_1634,2048,warehouse_id_49,2020-03-27T14:56:54,approved
po_number_1635,2070,warehouse_id_51,2020-07-26T21:27:23,draft
po_number_1636,2084,warehouse_id_21,2020-08-25T21:47:38,closed
po_number_1637,2033,warehouse_id_33,2020-06-13T08:20:42,closed
po_number_1638,2028,warehouse_id_62,2020-01-09T16:22:46,in_transit
po_number_1639,2049,warehouse_id_37,2020-06-02T06:49:43,closed
po_number_1640,2051,warehouse_id_40,2020-08-15T13:28:06,draft
po_number_1641,2082,warehouse_id_18,2020-03-01T16:21:49,closed
po_number_1642,2107,warehouse_id_62,2020-06-02T09:43:59,closed
po_number_1643,2116,warehouse_id_78,2020-10-26T14:40:59,approved
po_number_1644,2086,warehouse_id_48,2020-08-27T09:22:50,closed
po_number_1645,2064,warehouse_id_55,2020-01-22T13:42:58,received
po_number_1646,2062,warehouse_id_65,2020-08-16T19:36:52,received
po_number_1647,2108,warehouse_id_31,2020-05-16T13:41:13,received
po_number_1648,2054,warehouse_id_34,2020-11-09T00:37:34,closed
po_number_1649,2040,warehouse_id_40,2020-07-25T17:18:34,closed
po_number_1650,2027,warehouse_id_20,2020-08-11T11:31:55,in_transit
po_number_1651,2119,warehouse_id_53,2020-09-20T14:06:30,closed
po_number_1652,2052,warehouse_id_25,2020-03-13T19:46:44,received
po_number_1653,2113,warehouse_id_37,2020-01-13T08:39:12,received
po_number_1654,2004,warehouse_id_65,2020-01-20T22:08:02,approved
po_number_1655,2049,warehouse_id_63,2020-09-07T06:08:40,draft
po_number_1656,2052,warehouse_id_35,2020-10-21T07:12:43,approved
po_number_1657,2032,warehouse_id_67,2020-02-17T23:09:14,approved
po_number_1658,2055,warehouse_id_40,2020-02-01T17:05:45,received
po_number_1659,2112,warehouse_id_47,2020-01-14T11:18:32,approved
po_number_1660,2002,warehouse_id_53,2020-01-14T03:02:01,approved
po_number_1661,2064,warehouse_id_24,2020-04-17T09:49:55,draft
po_number_1662,2017,warehouse_id_34,2020-05-23T03:55:14,approved
po_number_1663,2055,warehouse_id_35,2020-05-28T02:05:05,approved
po_number_1664,2003,warehouse_id_14,2020-08-29T09:34:41,received
po_number_1665,2025,warehouse_id_6,2020-04-17T08:18:57,in_transit
po_number_1666,2095,warehouse_id_45,2020-10-31T21:04:04,draft
po_number_1667,2010,warehouse_id_80,2020-12-26T19:09:27,closed
po_number_1668,2114,warehouse_id_68,2020-12-23T01:50:39,approved
po_number_1669,2079,warehouse_id_63,2020-06-05T23:14:46,closed
po_number_1670,2071,warehouse_id_72,2020-05-07T00:59:05,closed
po_number_1671,2063,warehouse_id_44,2020-07-31T13:44:00,received
po_number_1672,2118,warehouse_id_36,2020-12-24T12:27:52,approved
po_number_1673,2048,warehouse_id_40,2020-01-18T01:56:16,received
po_number_1674,2092,warehouse_id_50,2020-05-14T10:25:52,closed
po_number_1675,2005,warehouse_id_45,2020-10-21T02:31:31,draft
po_number_1676,2094,warehouse_id_54,2020-04-07T14:32:59,draft
po_number_1677,2004,warehouse_id_40,2020-09-02T00:10:14,closed
po_number_1678,2035,warehouse_id_43,2020-05-17T00:50:06,in_transit
po_number_1679,2073,warehouse_id_46,2020-05-20T20:50:49,approved
po_number_1680,2019,warehouse_id_54,2020-11-27T00:28:09,approved
po_number_1681,2084,warehouse_id_16,2020-10-14T05:11:30,closed
po_number_1682,2107,warehouse_id_40,2020-05-02T12:04:30,approved
po_number_1683,2108,warehouse_id_57,2020-02-21T06:41:05,in_transit
po_number_1684,2019,warehouse_id_28,2020-05-06T14:40:26,approved
po_number_1685,2041,warehouse_id_25,2020-07-26T08:16:50,closed
po_number_1686,2028,warehouse_id_76,2020-09-21T19:53:12,approved
po_number_1687,2106,warehouse_id_50,2020-12-29T11:19:25,approved
po_number_1688,2031,warehouse_id_45,2020-08-08T18:39:47,approved
po_number_1689,2013,warehouse_id_65,2020-12-29T21:16:05,approved
po_number_1690,2108,warehouse_id_24,2020-01-15T15:26:12,closed
po_number_1691,2033,warehouse_id_32,2020-11-17T01:06:57,approved
po_number_1692,2047,warehouse_id_55,2020-01-22T18:08:53,draft
po_number_1693,2039,warehouse_id_18,2020-01-03T00:27:19,closed
po_number_1694,2047,warehouse_id_47,2020-02-18T06:05:00,draft
po_number_1695,2015,warehouse_id_63,2020-10-27T15:20:16,draft
po_number_1696,2068,warehouse_id_71,2020-06-28T00:12:23,approved
po_number_1697,2093,warehouse_id_39,2020-01-03T22:55:29,received
po_number_1698,2049,warehouse_id_35,2020-11-05T20:49:25,closed
po_number_1699,2069,warehouse_id_71,2020-09-18T18:21:25,in_transit
po_number_1700,2104,warehouse_id_33,2020-06-19T21:11:03,in_transit
po_number_1701,2102,warehouse_id_77,2020-09-12T20:59:16,closed
po_number_1702,2010,warehouse_id_25,2020-02-12T16:53:21,received
po_number_1703,2033,warehouse_id_63,2020-04-16T21:42:15,draft
po_number_1704,2047,warehouse_id_43,2020-08-06T17:21:23,draft
po_number_1705,2054,warehouse_id_37,2020-06-09T06:57:36,approved
po_number_1706,2002,warehouse_id_12,2020-12-01T17:07:00,approved
po_number_1707,2040,warehouse_id_14,2020-08-16T19:42:15,draft
po_number_1708,2115,warehouse_id_41,2020-04-25T14:30:40,received
po_number_1709,2010,warehouse_id_14,2020-10-01T20:34:13,received
po_number_1710,2040,warehouse_id_54,2020-04-14T08:49:01,in_transit
po_number_1711,2063,warehouse_id_7,2020-09-17T20:32:49,in_transit
po_number_1712,2077,warehouse_id_2,2020-01-25T16:46:02,closed
po_number_1713,2017,warehouse_id_75,2020-08-25T14:03:53,received
po_number_1714,2029,warehouse_id_61,2020-10-01T05:20:23,closed
po_number_1715,2035,warehouse_id_45,2020-01-30T10:03:54,draft
po_number_1716,2038,warehouse_id_66,2020-08-04T22:51:55,closed
po_number_1717,2086,warehouse_id_76,2020-10-17T17:16:13,received
po_number_1718,2109,warehouse_id_73,2020-08-02T00:52:42,approved
po_number_1719,2060,warehouse_id_76,2020-04-12T11:17:23,closed
po_number_1720,2014,warehouse_id_56,2020-06-05T17:07:37,received
po_number_1721,2059,warehouse_id_78,2020-06-09T11:45:37,received
po_number_1722,2090,warehouse_id_32,2020-09-13T16:00:16,draft
po_number_1723,2110,warehouse_id_54,2020-02-18T14:06:09,closed
po_number_1724,2093,warehouse_id_42,2020-11-08T06:06:20,in_transit
po_number_1725,2025,warehouse_id_3,2020-08-06T10:42:44,approved
po_number_1726,2041,warehouse_id_3,2020-12-25T08:50:24,in_transit
po_number_1727,2069,warehouse_id_42,2020-05-14T10:06:05,in_transit
po_number_1728,2035,warehouse_id_64,2020-09-23T04:20:34,in_transit
po_number_1729,2073,warehouse_id_71,2020-08-13T13:28:39,in_transit
po_number_1730,2023,warehouse_id_62,2020-10-29T19:48:42,received
po_number_1731,2064,warehouse_id_4,2020-09-17T12:57:40,received
po_number_1732,2011,warehouse_id_40,2020-03-25T22:03:19,in_transit
po_number_1733,2021,warehouse_id_38,2020-07-12T14:29:41,received
po_number_1734,2067,warehouse_id_18,2020-05-26T18:38:56,draft
po_number_1735,2071,warehouse_id_41,2020-12-20T23:19:13,closed
po_number_1736,2015,warehouse_id_32,2020-01-21T23:23:31,in_transit
po_number_1737,2104,warehouse_id_5,2020-10-19T21:12:48,draft
po_number_1738,2007,warehouse_id_34,2020-02-07T19:51:34,in_transit
po_number_1739,2005,warehouse_id_7,2020-01-07T01:00:04,draft
po_number_1740,2112,warehouse_id_61,2020-10-25T13:38:32,approved
po_number_1741,2011,warehouse_id_18,2020-06-15T18:47:25,received
po_number_1742,2099,warehouse_id_75,2020-06-22T08:21:32,received
po_number_1743,2064,warehouse_id_8,2020-01-30T02:11:53,draft
po_number_1744,2060,warehouse_id_39,2020-01-05T13:46:36,draft
po_number_1745,2009,warehouse_id_13,2020-10-10T22:58:28,received
po_number_1746,2104,warehouse_id_72,2020-05-16T22:38:50,draft
po_number_1747,2100,warehouse_id_54,2020-12-18T19:15:04,closed
po_number_1748,2000,warehouse_id_27,2020-11-18T12:09:38,in_transit
po_number_1749,2058,warehouse_id_27,2020-02-09T02:36:15,draft
po_number_1750,2105,warehouse_id_36,2020-08-22T10:18:27,closed
po_number_1751,2005,warehouse_id_75,2020-06-22T01:02:37,received
po_number_1752,2097,warehouse_id_75,2020-08-29T01:32:31,approved
po_number_1753,2083,warehouse_id_67,2020-03-14T17:55:20,draft
po_number_1754,2060,warehouse_id_37,2020-09-03T03:53:25,closed
po_number_1755,2041,warehouse_id_10,2020-12-30T19:45:35,draft
po_number_1756,2015,warehouse_id_61,2020-02-15T16:56:19,received
po_number_1757,2076,warehouse_id_44,2020-01-02T23:24:53,in_transit
po_number_1758,2105,warehouse_id_57,2020-10-02T21:13:24,closed
po_number_1759,2022,warehouse_id_18,2020-10-02T03:01:03,received
po_number_1760,2024,warehouse_id_12,2020-02-17T10:14:36,approved
po_number_1761,2000,warehouse_id_62,2020-08-13T17:30:15,approved
po_number_1762,2064,warehouse_id_68,2020-05-29T14:44:03,closed
po_number_1763,2086,warehouse_id_3,2020-04-30T05:10:44,closed
po_number_1764,2001,warehouse_id_24,2020-02-24T03:42:13,in_transit
po_number_1765,2082,warehouse_id_62,2020-01-29T15:35:37,approved
po_number_1766,2063,warehouse_id_12,2020-07-15T21:04:04,received
po_number_1767,2091,warehouse_id_31,2020-12-12T21:32:21,in_transit
po_number_1768,2086,warehouse_id_10,2020-05-15T19:56:18,in_transit
po_number_1769,2052,warehouse_id_35,2020-12-25T06:02:21,received
po_number_1770,2050,warehouse_id_72,2020-12-25T17:42:56,received
po_number_1771,2077,warehouse_id_12,2020-05-12T03:14:12,draft
po_number_1772,2040,warehouse_id_31,2020-09-06T02:00:07,approved
po_number_1773,2048,warehouse_id_28,2020-02-07T19:07:51,approved
po_number_1774,2017,warehouse_id_18,2020-10-10T12:35:02,closed
po_number_1775,2116,warehouse_id_75,2020-02-15T13:10:16,received
po_number_1776,2087,warehouse_id_36,2020-05-24T04:52:28,closed
po_number_1777,2113,warehouse_id_72,2020-04-17T22:12:59,approved
po_number_1778,2015,warehouse_id_71,2020-10-09T15:10:25,in_transit
po_number_1779,2093,warehouse_id_55,2020-03-04T09:30:13,draft
po_number_1780,2117,warehouse_id_57,2020-12-04T04:11:25,draft
po_number_1781,2044,warehouse_id_2,2020-11-30T22:32:34,draft
po_number_1782,2119,warehouse_id_59,2020-04-04T21:00:21,approved
po_number_1783,2095,warehouse_id_37,2020-12-14T04:27:02,draft
po_number_1784,2031,warehouse_id_18,2020-05-01T16:34:48,draft
po_number_1785,2020,warehouse_id_1,2020-03-14T04:57:03,approved
po_number_1786,2085,warehouse_id_33,2020-07-08T21:17:28,approved
po_number_1787,2016,warehouse_id_69,2020-12-04T18:11:49,in_transit
po_number_1788,2009,warehouse_id_24,2020-09-10T19:04:36,approved
po_number_1789,2034,warehouse_id_27,2020-08-08T16:41:56,closed
po_number_1790,2058,warehouse_id_11,2020-06-01T22:25:50,in_transit
po_number_1791,2094,warehouse_id_13,2020-01-02T20:30:54,approved
po_number_1792,2034,warehouse_id_45,2020-09-21T08:45:17,in_transit
po_number_1793,2015,warehouse_id_10,2020-09-27T03:31:33,received
po_number_1794,2096,warehouse_id_16,2020-09-09T17:52:47,closed
po_number_1795,2083,warehouse_id_51,2020-06-05T12:21:35,closed
po_number_1796,2009,warehouse_id_38,2020-10-30T20:28:17,closed
po_number_1797,2063,warehouse_id_59,2020-12-22T03:58:51,draft
po_number_1798,2056,warehouse_id_9,2020-08-23T01:19:06,in_transit
po_number_1799,2085,warehouse_id_58,2020-01-20T11:39:35,received
po_number_1800,2017,warehouse_id_79,2020-01-21T11:13:14,draft
po_number_1801,2100,warehouse_id_14,2020-06-17T12:16:06,in_transit
po_number_1802,2038,warehouse_id_55,2020-07-03T12:01:54,closed
po_number_1803,2067,warehouse_id_77,2020-01-08T19:07:21,received
po_number_1804,2034,warehouse_id_49,2020-02-08T01:47:25,approved
po_number_1805,2075,warehouse_id_40,2020-11-16T22:38:04,closed
po_number_1806,2024,warehouse_id_43,2020-05-22T20:37:24,draft
po_number_1807,2116,warehouse_id_50,2020-04-21T10:25:27,closed
po_number_1808,2047,warehouse_id_49,2020-01-11T19:40:15,received
po_number_1809,2084,warehouse_id_17,2020-09-06T12:16:39,in_transit
po_number_1810,2039,warehouse_id_10,2020-05-12T03:53:42,draft
po_number_1811,2095,warehouse_id_51,2020-06-07T06:27:28,approved
po_number_1812,2013,warehouse_id_13,2020-06-13T12:22:31,closed
po_number_1813,2052,warehouse_id_29,2020-10-27T12:41:37,draft
po_number_1814,2074,warehouse_id_74,2020-11-24T03:45:40,received
po_number_1815,2006,warehouse_id_22,2020-06-26T13:32:57,received
po_number_1816,2041,warehouse_id_72,2020-09-14T23:52:17,closed
po_number_1817,2076,warehouse_id_9,2020-02-18T00:57:59,in_transit
po_number_1818,2002,warehouse_id_41,2020-09-25T19:15:16,closed
po_number_1819,2015,warehouse_id_17,2020-08-25T00:48:13,in_transit
po_number_1820,2023,warehouse_id_38,2020-07-03T05:01:49,draft
po_number_1821,2045,warehouse_id_61,2020-08-26T23:00:11,approved
po_number_1822,2028,warehouse_id_42,2020-08-15T11:47:41,approved
po_number_1823,2097,warehouse_id_23,2020-05-19T05:18:28,received
po_number_1824,2052,warehouse_id_28,2020-04-23T01:02:43,draft
po_number_1825,2079,warehouse_id_18,2020-04-19T04:01:00,approved
po_number_1826,2060,warehouse_id_66,2020-12-28T05:01:06,received
po_number_1827,2074,warehouse_id_30,2020-12-02T03:16:31,closed
po_number_1828,2096,warehouse_id_19,2020-01-31T09:15:48,in_transit
po_number_1829,2031,warehouse_id_51,2020-08-30T23:09:08,draft
po_number_1830,2058,warehouse_id_59,2020-04-03T14:28:03,draft
po_number_1831,2077,warehouse_id_77,2020-11-03T19:05:26,received
po_number_1832,2029,warehouse_id_4,2020-01-10T17:22:18,draft
po_number_1833,2077,warehouse_id_5,2020-04-20T10:02:02,draft
po_number_1834,2034,warehouse_id_28,2020-11-16T10:19:19,approved
po_number_1835,2083,warehouse_id_28,2020-03-23T14:12:09,received
po_number_1836,2024,warehouse_id_52,2020-02-14T11:45:12,draft
po_number_1837,2031,warehouse_id_26,2020-10-15T14:11:04,closed
po_number_1838,2094,warehouse_id_50,2020-03-18T11:29:08,received
po_number_1839,2030,warehouse_id_12,2020-06-17T06:17:27,closed
po_number_1840,2099,warehouse_id_5,2020-10-05T02:02:55,received
po_number_1841,2094,warehouse_id_56,2020-11-06T09:47:01,in_transit
po_number_1842,2006,warehouse_id_32,2020-12-11T07:15:35,in_transit
po_number_1843,2040,warehouse_id_60,2020-02-06T21:42:50,closed
po_number_1844,2098,warehouse_id_39,2020-12-13T11:55:45,draft
po_number_1845,2037,warehouse_id_35,2020-07-02T11:38:51,received
po_number_1846,2095,warehouse_id_55,2020-06-04T12:22:23,closed
po_number_1847,2001,warehouse_id_38,2020-12-25T20:41:38,closed
po_number_1848,2007,warehouse_id_14,2020-04-18T10:33:03,closed
po_number_1849,2111,warehouse_id_19,2020-09-17T09:17:58,closed
po_number_1850,2021,warehouse_id_38,2020-07-01T17:56:47,received
po_number_1851,2032,warehouse_id_43,2020-09-20T21:18:05,closed
po_number_1852,2024,warehouse_id_54,2020-09-28T21:07:21,in_transit
po_number_1853,2008,warehouse_id_74,2020-03-04T15:36:10,closed
po_number_1854,2076,warehouse_id_7,2020-03-05T15:24:50,closed
po_number_1855,2072,warehouse_id_15,2020-09-19T19:46:27,in_transit
po_number_1856,2004,warehouse_id_30,2020-06-09T08:49:49,approved
po_number_1857,2104,warehouse_id_72,2020-12-16T08:48:04,approved
po_number_1858,2083,warehouse_id_36,2020-04-27T14:09:35,draft
po_number_1859,2028,warehouse_id_65,2020-11-01T14:13:05,closed
po_number_1860,2032,warehouse_id_25,2020-05-08T20:11:56,approved
po_number_1861,2015,warehouse_id_50,2020-09-16T19:32:56,draft
po_number_1862,2027,warehouse_id_39,2020-10-10T17:42:12,draft
po_number_1863,2005,warehouse_id_44,2020-03-14T16:04:00,closed
po_number_1864,2108,warehouse_id_65,2020-11-15T08:05:18,in_transit
po_number_1865,2029,warehouse_id_36,2020-06-23T19:02:49,in_transit
po_number_1866,2106,warehouse_id_39,2020-01-18T19:22:17,closed
po_number_1867,2080,warehouse_id_11,2020-04-17T01:51:56,closed
po_number_1868,2036,warehouse_id_63,2020-06-13T10:35:21,draft
po_number_1869,2085,warehouse_id_40,2020-09-18T11:07:27,received
po_number_1870,2018,warehouse_id_18,2020-01-26T20:32:11,closed
po_number_1871,2107,warehouse_id_76,2020-06-04T18:57:25,received
po_number_1872,2105,warehouse_id_18,2020-10-26T02:10:04,closed
po_number_1873,2059,warehouse_id_58,2020-10-06T07:22:47,draft
po_number_1874,2073,warehouse_id_41,2020-07-20T06:24:49,received
po_number_1875,2093,warehouse_id_47,2020-01-07T06:16:52,closed
po_number_1876,2077,warehouse_id_27,2020-08-30T04:09:16,closed
po_number_1877,2002,warehouse_id_23,2020-08-13T23:32:46,approved
po_number_1878,2076,warehouse_id_67,2020-08-05T09:06:16,in_transit
po_number_1879,2118,warehouse_id_56,2020-04-05T16:26:09,in_transit
po_number_1880,2086,warehouse_id_41,2020-07-08T02:28:56,received
po_number_1881,2053,warehouse_id_34,2020-07-03T04:39:53,draft
po_number_1882,2045,warehouse_id_45,2020-01-30T11:28:33,draft
po_number_1883,2000,warehouse_id_48,2020-01-09T22:05:53,draft
po_number_1884,2015,warehouse_id_12,2020-03-15T12:53:19,in_transit
po_number_1885,2040,warehouse_id_79,2020-06-19T18:29:18,received
po_number_1886,2052,warehouse_id_8,2020-01-07T12:04:00,in_transit
po_number_1887,2110,warehouse_id_79,2020-12-14T04:58:03,closed
po_number_1888,2041,warehouse_id_47,2020-12-20T05:49:40,in_transit
po_number_1889,2113,warehouse_id_36,2020-12-24T03:11:40,received
po_number_1890,2000,warehouse_id_12,2020-12-25T20:56:27,in_transit
po_number_1891,2068,warehouse_id_8,2020-10-10T03:00:03,received
po_number_1892,2089,warehouse_id_20,2020-08-29T18:41:34,approved
po_number_1893,2103,warehouse_id_29,2020-02-18T08:07:35,closed
po_number_1894,2033,warehouse_id_50,2020-07-21T13:00:27,closed
po_number_1895,2114,warehouse_id_1,2020-09-01T02:34:58,approved
po_number_1896,2061,warehouse_id_37,2020-08-03T20:43:15,closed
po_number_1897,2101,warehouse_id_2,2020-12-06T17:25:26,in_transit
po_number_1898,2004,warehouse_id_1,2020-10-19T06:10:41,closed
po_number_1899,2110,warehouse_id_35,2020-07-16T02:12:48,in_transit
po_number_1900,2049,warehouse_id_60,2020-02-23T09:02:55,draft
po_number_1901,2015,warehouse_id_46,2020-11-11T23:14:36,in_transit
po_number_1902,2018,warehouse_id_37,2020-09-16T21:37:48,approved
po_number_1903,2063,warehouse_id_33,2020-05-18T09:59:54,approved
po_number_1904,2114,warehouse_id_34,2020-12-08T11:58:29,in_transit
po_number_1905,2037,warehouse_id_7,2020-03-17T01:59:46,received
po_number_1906,2114,warehouse_id_22,2020-03-31T20:47:41,received
po_number_1907,2017,warehouse_id_61,2020-11-22T17:27:45,draft
po_number_1908,2097,warehouse_id_58,2020-12-29T06:47:53,received
po_number_1909,2114,warehouse_id_74,2020-08-12T03:49:35,in_transit
po_number_1910,2067,warehouse_id_37,2020-12-25T03:05:36,approved
po_number_1911,2056,warehouse_id_79,2020-06-26T13:36:56,closed
po_number_1912,2026,warehouse_id_74,2020-06-04T06:31:52,closed
